16505_Data_Header_Begin
Frame 10:Slot E:Analyzer<E>:V30
Hex                                     
8
Frame 10:Slot E:Analyzer<E>:V32
Hex                                     
8
Frame 10:Slot E:Analyzer<E>:V33
Hex                                     
8
16505_Data_Header_End
83 B3 80 
83 B3 82 
83 B3 84 
83 B3 86 
83 B3 88 
83 B3 8A 
83 B3 8C 
83 B3 8E 
83 B3 90 
83 B3 92 
83 B3 94 
83 B3 96 
83 B3 98 
83 B3 9A 
83 B3 9C 
83 B3 9E 
83 B3 A0 
83 B3 A2 
83 B3 A4 
83 B3 A6 
83 B3 A8 
83 B3 AA 
83 B3 AC 
83 B3 AE 
83 B3 B0 
83 B3 B2 
83 B3 B4 
83 B3 B6 
83 B3 B8 
03 B3 BA 
03 B3 BC 
03 B3 BE 
03 B3 C0 
03 B3 C2 
03 B3 C4 
03 B3 C6 
03 B3 C8 
03 B3 CA 
03 B3 CC 
03 B3 CE 
03 B3 D0 
03 B3 D2 
03 B3 D4 
03 B3 D6 
03 B3 D8 
03 B3 DA 
03 B3 DC 
03 B3 DE 
03 B3 E0 
03 B3 E2 
03 B3 E4 
03 B3 E6 
03 B3 E8 
03 B3 EA 
03 B3 EC 
03 B3 EE 
03 B3 F0 
03 B3 F2 
03 B3 F4 
03 B3 F6 
03 B3 F8 
03 B3 FA 
03 B3 FC 
03 B3 FE 
03 B4 00 
03 B4 02 
03 B4 04 
03 B4 06 
03 B4 08 
03 B4 0A 
03 B4 0C 
03 B4 0E 
03 B4 10 
03 B4 12 
03 B4 14 
03 B4 16 
03 B4 18 
03 B4 1A 
03 B4 1C 
03 B4 1E 
03 B4 20 
03 B4 22 
03 B4 24 
03 B4 26 
03 B4 28 
03 B4 2A 
03 B4 2C 
03 B4 2E 
03 B4 30 
03 B4 32 
03 B4 34 
03 B4 36 
03 B4 38 
03 B4 3A 
03 B4 3C 
03 B4 3E 
03 B4 40 
03 B4 42 
03 B4 44 
03 B4 46 
03 B4 48 
03 B4 4A 
03 B4 4C 
03 B4 4E 
03 B4 50 
03 B4 52 
03 B4 54 
03 B4 56 
03 B4 58 
03 B4 5A 
03 B4 5C 
03 B4 5E 
03 B4 60 
03 B4 62 
03 B4 64 
03 B4 66 
03 B4 68 
03 B4 6A 
03 B4 6C 
03 B4 6E 
03 B4 70 
03 B4 72 
03 B4 74 
03 B4 76 
03 B4 78 
03 B4 7A 
03 B4 7C 
03 B4 7E 
03 B4 80 
03 B4 82 
03 B4 84 
03 B4 86 
03 B4 88 
03 B4 8A 
03 B4 8C 
03 B4 8E 
03 B4 90 
03 B4 92 
03 B4 94 
03 B4 96 
03 B4 98 
03 B4 9A 
03 B4 9C 
03 B4 9E 
03 B4 A0 
03 B4 A2 
03 B4 A4 
03 B4 A6 
03 B4 A8 
03 B4 AA 
03 B4 AC 
03 B4 AE 
03 B4 B0 
03 B4 B2 
03 B4 B4 
03 B4 B6 
03 B4 B8 
03 B4 BA 
03 B4 BC 
03 B4 BE 
03 B4 C0 
03 B4 C2 
03 B4 C4 
03 B4 C6 
03 B4 C8 
03 B4 CA 
03 B4 CC 
03 B4 CE 
03 B4 D0 
03 B4 D2 
03 B4 D4 
03 B4 D6 
03 B4 D8 
03 B4 DA 
03 B4 DC 
03 B4 DE 
03 B4 E0 
03 B4 E2 
03 B4 E4 
03 B4 E6 
03 B4 E8 
03 B4 EA 
03 B4 EC 
03 B4 EE 
03 B4 F0 
03 B4 F2 
03 B4 F4 
03 B4 F6 
03 B4 F8 
03 B4 FA 
03 B4 FC 
03 B4 FE 
03 B5 00 
03 B5 02 
03 B5 04 
03 B5 06 
03 B5 08 
03 B5 0A 
03 B5 0C 
03 B5 0E 
03 B5 10 
03 B5 12 
03 B5 14 
03 B5 16 
03 B5 18 
03 B5 1A 
03 B5 1C 
03 B5 1E 
03 B5 20 
03 B5 22 
03 B5 24 
03 B5 26 
03 B5 28 
03 B5 2A 
03 B5 2C 
03 B5 2E 
03 B5 30 
03 B5 32 
03 B5 34 
03 B5 36 
03 B5 38 
03 B5 3A 
03 B5 3C 
03 B5 3E 
03 B5 40 
03 B5 42 
03 B5 44 
03 B5 46 
03 B5 48 
03 B5 4A 
03 B5 4C 
03 B5 4E 
03 B5 50 
03 B5 52 
03 B5 54 
03 B5 56 
03 B5 58 
03 B5 5A 
03 B5 5C 
03 B5 5E 
03 B5 60 
03 B5 62 
03 B5 64 
03 B5 66 
83 B5 68 
83 B5 6A 
83 B5 6C 
83 B5 6E 
83 B5 70 
83 B5 72 
83 B5 74 
83 B5 76 
83 B5 78 
83 B5 7A 
83 B5 7C 
83 B5 7E 
83 B5 80 
83 B5 82 
83 B5 84 
83 B5 86 
83 B5 88 
83 B5 8A 
83 B5 8C 
83 B5 8E 
83 B5 90 
83 B5 92 
83 B5 94 
83 B5 96 
83 B5 98 
83 B5 9A 
83 B5 9C 
83 B5 9E 
83 B5 A0 
83 B5 A2 
83 B5 A4 
83 B5 A6 
83 B5 A8 
83 B5 AA 
83 B5 AC 
83 B5 AE 
33 B5 B0 
0B B5 B2 
0B B5 B4 
1B B5 B6 
1B B5 B8 
2B B5 BA 
0B B5 BC 
0B B5 BE 
03 B5 C0 
03 B5 C2 
03 B5 C4 
03 B5 C6 
03 B5 C8 
03 B5 CA 
03 B5 CC 
03 B5 CE 
03 B5 D0 
03 BA DE 
03 B5 D4 
03 BA 9E 
03 BA A6 
03 B5 DA 
03 B5 DC 
03 B5 DE 
03 B5 E0 
03 BB A6 
83 B5 E4 
83 B5 E6 
83 B5 E8 
83 B5 EA 
83 B5 EC 
83 B5 EE 
83 B5 F0 
83 B5 F2 
83 B5 F4 
83 B5 F6 
83 B5 F8 
83 B5 FA 
83 B5 FC 
83 B5 FE 
83 B6 00 
83 B6 02 
83 B6 04 
83 B6 06 
83 B6 08 
83 B6 0A 
83 B6 0C 
83 B6 0E 
83 B6 10 
83 B6 12 
83 B6 14 
83 B6 16 
83 B6 18 
83 B6 1A 
83 B6 1C 
83 B6 1E 
83 B6 20 
83 B6 22 
83 B6 24 
83 B6 26 
83 B6 28 
83 B6 2A 
03 B6 2C 
03 B6 2E 
03 B6 30 
03 B6 32 
03 B6 34 
03 B6 36 
03 B6 38 
03 B6 3A 
03 B6 3C 
03 B6 3E 
03 B6 40 
03 B6 42 
03 B6 44 
03 B6 46 
03 B6 48 
03 B6 4A 
03 B6 4C 
03 B6 4E 
03 B6 50 
03 B6 52 
03 B6 54 
03 B6 56 
03 B6 58 
03 B6 5A 
03 B6 5C 
03 B6 5E 
03 B6 60 
03 B6 62 
03 B6 64 
03 B6 66 
03 B6 68 
03 B6 6A 
03 B6 6C 
03 B6 6E 
03 B6 70 
03 B6 72 
03 B6 74 
03 B6 76 
03 B6 78 
03 B6 7A 
03 B6 7C 
03 B6 7E 
03 B6 80 
03 B6 82 
03 B6 84 
03 B6 86 
03 B6 88 
03 B6 8A 
03 B6 8C 
03 B6 8E 
03 B6 90 
03 B6 92 
03 B6 94 
03 B6 96 
03 B6 98 
03 B6 9A 
03 B6 9C 
03 B6 9E 
03 B6 A0 
03 B6 A2 
03 B6 A4 
03 B6 A6 
03 B6 A8 
03 B6 AA 
03 B6 AC 
03 B6 AE 
03 B6 B0 
03 B6 B2 
03 B6 B4 
03 B6 B6 
03 B6 B8 
03 B6 BA 
03 B6 BC 
03 B6 BE 
03 B6 C0 
03 B6 C2 
03 B6 C4 
03 B6 C6 
03 B6 C8 
03 B6 CA 
03 B6 CC 
03 B6 CE 
03 B6 D0 
03 B6 D2 
03 B6 D4 
03 B6 D6 
03 B6 D8 
03 B6 DA 
03 B6 DC 
03 B6 DE 
03 B6 E0 
03 B6 E2 
03 B6 E4 
03 B6 E6 
03 B6 E8 
03 B6 EA 
03 B6 EC 
03 B6 EE 
03 B6 F0 
03 B6 F2 
03 B6 F4 
03 B6 F6 
03 B6 F8 
03 B6 FA 
03 B6 FC 
03 B6 FE 
03 B7 00 
03 B7 02 
03 B7 04 
03 B7 06 
03 B7 08 
03 B7 0A 
03 B7 0C 
03 B7 0E 
03 B7 10 
03 B7 12 
03 B7 14 
03 B7 16 
03 B7 18 
03 B7 1A 
03 B7 1C 
03 B7 1E 
03 B7 20 
03 B7 22 
03 B7 24 
03 B7 26 
03 B7 28 
03 B7 2A 
03 B7 2C 
03 B7 2E 
03 B7 30 
03 B7 32 
03 B7 34 
03 B7 36 
03 B7 38 
03 B7 3A 
03 B7 3C 
03 B7 3E 
03 B7 40 
03 B7 42 
03 B7 44 
03 B7 46 
03 B7 48 
03 B7 4A 
03 B7 4C 
03 B7 4E 
03 B7 50 
03 B7 52 
03 B7 54 
03 B7 56 
03 B7 58 
03 B7 5A 
03 B7 5C 
03 B7 5E 
03 B7 60 
03 B7 62 
03 B7 64 
03 B7 66 
03 B7 68 
03 B7 6A 
03 B7 6C 
03 B7 6E 
03 B7 70 
03 B7 72 
03 B7 74 
03 B7 76 
03 B7 78 
03 B7 7A 
03 B7 7C 
03 B7 7E 
03 B7 80 
03 B7 82 
03 B7 84 
03 B7 86 
03 B7 88 
03 B7 8A 
03 B7 8C 
03 B7 8E 
03 B7 90 
03 B7 92 
03 B7 94 
03 B7 96 
03 B7 98 
03 B7 9A 
03 B7 9C 
03 B7 9E 
03 B7 A0 
03 B7 A2 
03 B7 A4 
03 B7 A6 
03 B7 A8 
03 B7 AA 
03 B7 AC 
03 B7 AE 
03 B7 B0 
03 B7 B2 
03 B7 B4 
03 B7 B6 
03 B7 B8 
03 B7 BA 
03 B7 BC 
03 B7 BE 
03 B7 C0 
03 B7 C2 
03 B7 C4 
03 B7 C6 
03 B7 C8 
03 B7 CA 
03 B7 CC 
03 B7 CE 
03 B7 D0 
03 B7 D2 
03 B7 D4 
03 B7 D6 
03 B7 D8 
83 B7 DA 
83 B7 DC 
83 B7 DE 
83 B7 E0 
83 B7 E2 
83 B7 E4 
83 B7 E6 
83 B7 E8 
83 B7 EA 
83 B7 EC 
83 B7 EE 
83 B7 F0 
83 B7 F2 
83 B7 F4 
83 B7 F6 
83 B7 F8 
83 B7 FA 
83 B7 FC 
83 B7 FE 
83 B8 00 
83 B8 02 
83 B8 04 
83 B8 06 
83 B8 08 
83 B8 0A 
83 B8 0C 
83 B8 0E 
83 B8 10 
83 B8 12 
83 B8 14 
83 B8 16 
83 B8 18 
83 B8 1A 
83 B8 1C 
83 B8 1E 
83 B8 20 
0B B8 22 
0B B8 24 
13 B8 26 
1B B8 28 
1B B8 2A 
0B B8 2C 
0B B8 2E 
03 B8 30 
03 B8 32 
03 B8 34 
03 B8 36 
03 B8 38 
03 B8 3A 
03 B8 3C 
03 B8 3E 
03 B8 40 
03 B8 42 
03 BA E6 
03 B8 46 
03 BA AE 
03 BA B6 
03 B8 4C 
03 B8 4E 
03 B8 50 
03 B8 52 
83 B8 54 
83 B8 56 
83 B8 58 
83 B8 5A 
83 B8 5C 
83 B8 5E 
83 B8 60 
83 B8 62 
83 B8 64 
83 B8 66 
83 B8 68 
83 B8 6A 
83 B8 6C 
83 B8 6E 
83 B8 70 
83 B8 72 
83 B8 74 
83 B8 76 
83 B8 78 
83 B8 7A 
83 B8 7C 
83 B8 7E 
83 B8 80 
83 B8 82 
83 B8 84 
83 B8 86 
83 B8 88 
83 B8 8A 
83 B8 8C 
83 B8 8E 
83 B8 90 
83 B8 92 
83 B8 94 
83 B8 96 
83 B8 98 
83 B8 9A 
03 B8 9C 
03 B8 9E 
03 B8 A0 
03 B8 A2 
03 B8 A4 
03 B8 A6 
03 B8 A8 
03 B8 AA 
03 B8 AC 
03 B8 AE 
03 B8 B0 
03 B8 B2 
03 B8 B4 
03 B8 B6 
03 B8 B8 
03 B8 BA 
03 B8 BC 
03 B8 BE 
03 B8 C0 
03 B8 C2 
03 B8 C4 
03 B8 C6 
03 B8 C8 
03 B8 CA 
03 B8 CC 
03 B8 CE 
03 B8 D0 
03 B8 D2 
03 B8 D4 
03 B8 D6 
03 B8 D8 
03 B8 DA 
03 B8 DC 
03 B8 DE 
03 B8 E0 
03 B8 E2 
03 B8 E4 
03 B8 E6 
03 B8 E8 
03 B8 EA 
03 B8 EC 
03 B8 EE 
03 B8 F0 
03 B8 F2 
03 B8 F4 
03 B8 F6 
03 B8 F8 
03 B8 FA 
03 B8 FC 
03 B8 FE 
03 B9 00 
03 B9 02 
03 B9 04 
03 B9 06 
03 B9 08 
03 B9 0A 
03 B9 0C 
03 B9 0E 
03 B9 10 
03 B9 12 
03 B9 14 
03 B9 16 
03 B9 18 
03 B9 1A 
03 B9 1C 
03 B9 1E 
03 B9 20 
03 B9 22 
03 B9 24 
03 B9 26 
03 B9 28 
03 B9 2A 
03 B9 2C 
03 B9 2E 
03 B9 30 
03 B9 32 
03 B9 34 
03 B9 36 
03 B9 38 
03 B9 3A 
03 B9 3C 
03 B9 3E 
03 B9 40 
03 B9 42 
03 B9 44 
03 B9 46 
03 B9 48 
03 B9 4A 
03 B9 4C 
03 B9 4E 
03 B9 50 
03 B9 52 
03 B9 54 
03 B9 56 
03 B9 58 
03 B9 5A 
03 B9 5C 
03 B9 5E 
03 B9 60 
03 B9 62 
03 B9 64 
03 B9 66 
03 B9 68 
03 B9 6A 
03 B9 6C 
03 B9 6E 
03 B9 70 
03 B9 72 
03 B9 74 
03 B9 76 
03 B9 78 
03 B9 7A 
03 B9 7C 
03 B9 7E 
03 B9 80 
03 B9 82 
03 B9 84 
03 B9 86 
03 B9 88 
03 B9 8A 
03 B9 8C 
03 B9 8E 
03 B9 90 
03 B9 92 
03 B9 94 
03 B9 96 
03 B9 98 
03 B9 9A 
03 B9 9C 
03 B9 9E 
03 B9 A0 
03 B9 A2 
03 B9 A4 
03 B9 A6 
03 B9 A8 
03 B9 AA 
03 B9 AC 
03 B9 AE 
03 B9 B0 
03 B9 B2 
03 B9 B4 
03 B9 B6 
03 B9 B8 
03 B9 BA 
03 B9 BC 
03 B9 BE 
03 B9 C0 
03 B9 C2 
03 B9 C4 
03 B9 C6 
03 B9 C8 
03 B9 CA 
03 B9 CC 
03 B9 CE 
03 B9 D0 
03 B9 D2 
03 B9 D4 
03 B9 D6 
03 B9 D8 
03 B9 DA 
03 B9 DC 
03 B9 DE 
03 B9 E0 
03 B9 E2 
03 B9 E4 
03 B9 E6 
03 B9 E8 
03 B9 EA 
03 B9 EC 
03 B9 EE 
03 B9 F0 
03 B9 F2 
03 B9 F4 
03 B9 F6 
03 B9 F8 
03 B9 FA 
03 B9 FC 
03 B9 FE 
03 BA 00 
03 BA 02 
03 BA 04 
03 BA 06 
03 BA 08 
03 BA 0A 
03 BA 0C 
03 BA 0E 
03 BA 10 
03 BA 12 
03 BA 14 
03 BA 16 
03 BA 18 
03 BA 1A 
03 BA 1C 
03 BA 1E 
03 BA 20 
03 BA 22 
03 BA 24 
03 BA 26 
03 BA 28 
03 BA 2A 
03 BA 2C 
03 BA 2E 
03 BA 30 
03 BA 32 
03 BA 34 
03 BA 36 
03 BA 38 
03 BA 3A 
03 BA 3C 
03 BA 3E 
03 BA 40 
03 BA 42 
03 BA 44 
03 BA 46 
03 BA 48 
83 BA 4A 
83 BA 4C 
83 BA 4E 
83 BA 50 
83 BA 52 
83 BA 54 
83 BA 56 
83 BA 58 
83 BA 5A 
83 BA 5C 
83 BA 5E 
83 BA 60 
83 BA 62 
83 BA 64 
83 BA 66 
83 BA 68 
83 BA 6A 
83 BA 6C 
83 BA 6E 
83 BA 70 
83 BA 72 
83 BA 74 
83 BA 76 
83 BA 78 
83 BA 7A 
83 BA 7C 
83 BA 7E 
83 BA 80 
83 BA 82 
83 BA 84 
83 BA 86 
83 BA 88 
83 BA 8A 
83 BA 8C 
83 BA 8E 
83 BA 90 
33 BA 92 
0B BA 94 
0B BA 96 
